time,open,high,low,close,volumefrom,volumeto,MA7,MA21,EMA,RSI,day_of_week,month
2019-09-11,10093.01,10297.12,9851.97,10160.2,8374.04,84201052.38,10332.885714285714,10162.812857142857,10277.780409280032,59.66657272313398,2,9
2019-09-12,10160.2,10460.0,10040.0,10423.72,7625.25,78381561.17,10311.312857142857,10177.88761904762,10291.67941792003,69.75529235586413,3,9
2019-09-13,10423.72,10452.5,10157.0,10365.93,6909.03,71151115.2,10319.457142857142,10175.748571428572,10298.750901927646,66.87922513819893,4,9
2019-09-14,10365.93,10439.0,10223.36,10360.25,4470.32,46268267.79,10301.725714285714,10185.85761904762,10304.607958886918,66.45004484071796,5,9
2019-09-15,10360.25,10380.0,10263.39,10304.46,2745.27,28306264.93,10288.224285714285,10193.75,10304.593867564354,62.23536369012416,6,9
2019-09-16,10304.46,10379.98,10068.42,10262.54,7785.73,79565733.03,10281.444285714286,10189.030476190475,10300.58873732013,46.34815562172406,0,9
2019-09-17,10262.54,10276.18,10135.44,10185.39,5716.08,58421960.45,10294.641428571429,10189.675238095238,10289.617429003927,34.777828927930955,1,9
2019-09-18,10185.39,10258.0,10074.08,10155.26,5627.58,57323169.38,10293.935714285715,10210.672857142858,10276.821483384505,35.17687122107165,2,9
2019-09-19,10155.26,10379.15,9585.86,10275.01,15625.02,155582931.23,10272.691428571428,10247.816190476191,10276.648961157409,40.341209379068545,3,9
2019-09-20,10275.01,10309.84,10056.3,10168.85,6183.92,62890575.42,10244.537142857143,10275.74142857143,10266.382393428132,44.9683523841683,4,9
2019-09-21,10168.85,10170.15,9917.34,9973.99,5043.08,50506133.43,10189.357142857143,10293.509523809524,10238.535498815929,31.918089704527702,5,9
2019-09-22,9973.99,10097.0,9848.37,10026.8,5276.95,52622808.64,10149.691428571428,10305.903809523808,10218.370213214412,36.50296291460856,6,9
2019-09-23,10026.8,10051.15,9609.37,9693.74,11355.89,111599182.26,10068.434285714287,10273.164761904762,10168.405431003515,31.012447621395083,0,9
2019-09-24,9693.74,9777.16,8159.35,8530.01,38736.23,344737325.07,9831.951428571429,10173.237619047619,10012.367770907942,19.585995937015937,1,9
2019-09-25,8530.01,8743.86,8222.01,8438.35,23524.43,198742440.51,9586.67857142857,10071.166666666666,9862.461316535757,16.811037736940065,2,9
2019-09-26,8438.35,8464.08,7712.45,8060.0,27664.79,223623824.22,9270.24857142857,9951.41761904762,9690.798334008541,6.370254426248863,3,9
2019-09-27,8060.0,8290.0,7861.02,8193.99,15914.66,128205985.33,8988.125714285716,9850.706666666667,9548.24515934106,11.00702323844537,4,9
2019-09-28,8193.99,8343.0,8015.25,8217.47,9039.55,73750135.91,8737.194285714284,9742.759047619047,9421.504667975245,11.774842659588103,5,9
2019-09-29,8217.47,8246.87,7902.96,8052.4,7142.37,57487669.16,8455.137142857142,9631.01761904762,9291.113747215697,11.332980783758885,6,9
2019-09-30,8052.4,8393.23,7701.0,8304.96,15142.62,122233016.98,8256.74,9535.539523809523,9197.194342718964,18.65625280200844,0,9
